,_BANK,entropy
2963,ambos,4.894531449245245
2964,naker,5.1559132901325455
2965,besom,4.85469041176693
2966,niton,4.158145421188018
2967,later,5.605988372578796
2968,dippy,3.5129497349512993
2969,nunny,2.8609921541572216
2970,voips,4.672810617076219
2971,ratas,5.21147300537921
2972,swopt,4.582515859495788
2973,sonsy,4.582491455970217
2974,gloze,4.252329738859305
2975,avian,3.950226027130501
2976,shawl,4.660690828182947
2977,grece,4.28073041697318
2978,trace,5.3793729710948535
2979,alien,5.468148222698138
2980,stray,5.340103676581267
2981,demob,4.459783504726433
2982,umami,3.7363781375132366
2983,hicks,4.433836465063786
2984,ulnae,5.19455478360107
2985,molto,4.137024604159856
2986,inter,5.125108192353299
2987,lests,5.025847782930183
2988,farer,4.539107716814463
2989,nitry,4.73398777735627
2990,flegs,4.6842109938044025
2991,cream,4.993502535830576
2992,sexts,4.315114504085693
2993,sixer,5.013267907504355
2994,atimy,4.586661209383507
2995,pinks,4.756254185638576
2996,media,5.040325174927054
2997,friar,4.176153541199523
2998,bocce,3.9737547774965205
2999,knack,3.522840182018895
3000,skail,5.136672863717077
3001,miros,5.41197269827864
3002,qursh,3.8897430872222527
3003,byked,4.077794273687319
3004,devon,4.424542645406828
3005,liman,4.867417301915509
3006,quart,4.249363723479851
3007,chaos,5.100765755591677
3008,hashy,4.031644127154664
3009,riata,4.824218312180385
3010,malwa,3.9051400005609405
3011,sopor,4.590647018297994
3012,cided,4.1608555376109075
3013,chick,3.1393930127780187
3014,mofos,4.048300596266646
3015,tryer,4.406314690871724
3016,dalts,5.516093392832496
3017,hatch,3.7586367892318453
3018,shend,4.965156126015578
3019,moxas,4.685171016862434
3020,furry,3.507157405234273
3021,cibol,4.446156871208493
3022,sowfs,3.896930546680994
3023,fetwa,4.370485712788266
3024,rotch,4.510037498987189
3025,oonts,4.731559305363946
3026,rowel,4.968253124128271
3027,gazal,3.6018100173060112
3028,soyle,5.465409649029003
3029,krang,4.441526865147487
3030,spoil,5.098813194590271
3031,oners,5.512830865703164
3032,flamm,3.4943109496468607
3033,awdls,4.811782914190078
3034,valve,4.051889732284865
3035,kukri,3.5872061782556792
3036,magot,4.68202087065491
3037,mache,4.732516732789972
3038,loure,5.3024356201891205
3039,erect,4.398885842228924
3040,syncs,4.140803365954402
3041,byded,3.671691617411527
3042,tasse,5.212449854960583
3043,prate,5.4114384264994
3044,scudi,4.571865774831203
3045,dervs,5.004979062284482
3046,snabs,4.5471908320715615
3047,stede,4.7794100372322506
3048,pilum,4.2699712840708415
3049,viers,5.139232157111712
3050,chota,4.641119153204434
3051,onlay,4.808083255689436
3052,tommy,3.7469297473644256
3053,dunks,4.614464631412959
3054,cloth,4.425881734774702
3055,cheap,4.527478311788285
3056,chufa,3.87415542277893
3057,orach,4.655082861713352
3058,clint,4.635764226425606
3059,ginny,3.634268327231821
3060,wager,4.839663859001934
3061,aliya,4.285290828095749
3062,lords,5.403684355493943
3063,cames,5.558438683706566
3064,bombs,3.9920527662442398
3065,tight,3.5678486413283252
3066,daubs,4.997904597042979
3067,wisha,4.54099981395291
3068,zetas,5.145542093278271
3069,cires,5.7327042596011415
3070,ephod,4.249726942798136
3071,filth,4.180986938860268
3072,farro,4.200523229576392
3073,beaut,4.957035993596207
3074,waned,4.9156842536658205
3075,grese,4.711890761888053
3076,adeem,4.416479764420962
3077,germs,5.209726745066761
3078,tinct,3.973099651565169
3079,loath,4.991551731522858
3080,stunk,4.532053801119395
3081,ibrik,3.4736156666459803
3082,yirks,4.869651271969168
3083,begat,4.791609155284919
3084,quash,4.032057081831352
3085,raree,4.630523851219533
3086,aloos,4.937454353758376
3087,dorsa,5.424270466638565
3088,rindy,4.6305609649410915
3089,rurps,4.371226207878046
3090,powin,4.269797091327465
3091,polks,4.8932379200222345
3092,relit,5.378807867265534
3093,tapen,5.276213219279811
3094,liane,5.517324458674556
3095,cauld,4.756182179564333
3096,eensy,4.535376762800527
3097,smogs,4.223643892470571
3098,moods,4.4090873561777535
3099,jerid,4.5141869086656605
3100,jibba,3.15401862214944
3101,rowdy,4.24791643622349
3102,ousts,4.5897051406867515
3103,cavas,4.297379741784123
3104,holme,4.845659877736167
3105,kindy,4.171338070629145
3106,sorer,5.2343636331955725
3107,chose,4.959684087513131
3108,sober,5.510101778124026
3109,senor,5.698619511574982
3110,built,4.513602380423799
3111,gleam,4.746853065826513
3112,orzos,4.080993803200956
3113,felid,4.6571645573777705
3114,idant,4.762560775091583
3115,stoun,5.000680325757613
3116,chirk,4.11074562328683
3117,teade,4.897694371018826
3118,wilja,3.8991810966387774
3119,profs,4.78668907249764
3120,rello,4.597884688521103
3121,seels,4.631887264940096
3122,attar,3.882985748047891
3123,gipon,4.37241330703793
3124,heady,4.790899710631546
3125,scrab,4.94468418008871
3126,oubit,4.427437391826059
3127,atlas,4.92089879869882
3128,inner,4.428475563537655
3129,apart,4.421236952622869
3130,baldy,4.545302736380891
3131,broke,4.760163671167954
3132,runes,5.6221313424428585
3133,mapau,3.942187683413896
3134,rater,4.956483381068503
3135,harts,5.515750146743843
3136,peghs,4.71772722556797
3137,gurns,4.948965030779621
3138,hides,5.28217412162838
3139,mouse,5.1749877057038525
3140,nodes,5.537096669691525
3141,zizit,2.571431968157963
3142,bizzy,2.7520948533158056
3143,casco,4.370745024524992
3144,jujus,2.5905962024415063
3145,scope,5.121299395521472
3146,gorms,5.033686727981879
3147,ejido,4.098373741255289
3148,latex,4.778333561144853
3149,rivet,4.8318107709526945
3150,nival,4.449920925213867
3151,peals,5.716121427305074
3152,typos,4.824190387581608
3153,yowed,4.46110712387984
3154,sexed,4.237709380772229
3155,hykes,4.680575972121413
3156,conga,4.612598405054613
3157,drily,4.7170590418966025
3158,seans,5.335098897640847
3159,loave,4.962211665701962
3160,purin,4.666470792988809
3161,goopy,3.5994120817822592
3162,plyer,4.806397401933016
3163,skody,4.528299645735219
3164,globi,4.233801538076079
3165,estop,4.805501621322731
3166,dodos,3.852316239293548
3167,mincy,4.2151899297907125
3168,oxlip,3.839577402517181
3169,eques,4.082173765240108
3170,wasms,4.30988316374039
3171,hoary,4.900676852176107
3172,rayne,5.346483417758561
3173,sinks,4.4553078165409685
3174,nappa,3.453945368963315
3175,tiara,4.826320686713
3176,trigo,4.76757968568371
3177,spore,5.495300074754685
3178,nuddy,3.4501280767763296
3179,swile,5.171409833285212
3180,cozey,4.25608863367654
3181,leafs,5.394221634768086
3182,sunks,4.231161282961083
3183,vowel,4.2741911704338955
3184,kelep,4.192136154930046
3185,saxes,4.706894114907044
3186,tulsi,4.951424638803783
3187,colls,4.538577840015469
3188,unlay,4.5960122909134755
3189,hanse,5.428609191542538
3190,wisht,4.342559125058165
3191,pints,5.126037126737966
3192,naams,4.757337926002286
3193,favel,4.442753027755836
3194,toter,4.771177740200459
3195,elemi,4.2279433897282495
3196,louma,4.7662156404503495
3197,daisy,5.137401546438448
3198,qubit,3.5517914644229793
3199,venge,3.810823520936335
3200,ovels,4.891911025817072
3201,dumas,5.050103363132746
3202,pavan,3.7823019925718584
3203,gimps,4.541124408428267
3204,tapis,5.477408067156707
3205,poems,5.220897040233643
3206,baggy,3.496721159880191
3207,danio,5.087412977506744
3208,bines,5.42750132474949
3209,creds,5.24534403255736
3210,inarm,4.754347261132823
3211,annal,3.6986918450992956
3212,fabby,3.293113449211901
3213,mirvs,4.6873358680574055
3214,fraps,4.935799274931796
3215,meats,5.686453402547939
3216,bajan,3.5103932311651613
3217,glazy,3.8785692239254743
3218,lipes,5.520258290501637
3219,focus,4.544474168513337
3220,await,4.160634510464641
3221,picky,3.883953490009417
3222,immit,2.972731185643884
3223,ghoul,4.159798445668451
3224,sudsy,4.1408416830214785
3225,dived,3.773430878854803
3226,smews,4.1669266737726645
3227,ginzo,3.888813450523383
3228,geoid,4.8937849106307105
3229,payor,4.891893834406403
3230,conch,3.602846824139855
3231,semis,4.93542248431331
3232,izzat,3.383790636559571
3233,phyle,4.409597875567342
3234,gesse,4.121112909809953
3235,imide,3.9833258296584844
3236,basta,4.5357436756991145
3237,balks,4.980328020150766
3238,fritt,3.873307244033025
3239,mebos,5.113701302342854
3240,vises,4.575989279255679
3241,sonne,4.974760438288807
3242,shule,5.150718499096875
3243,alods,5.4103660238986215
3244,reign,4.988093700921089
3245,arepa,4.628022920275356
3246,adzed,3.6884809097109397
3247,twite,4.094156671937922
3248,pooed,4.390732723681419
3249,howls,4.663509898050607
3250,maron,5.116509803394692
3251,dined,4.381443690425863
3252,oiler,5.398074579819866
3253,scots,4.564095531565638
3254,gazed,4.3653226947162125
3255,lured,5.1010656005073844
3256,deter,4.717641288135508
3257,girrs,4.542232852770035
3258,grebo,4.57083490269639
3259,dells,4.771315876723604
3260,typal,4.557630948826478
3261,zexes,3.7294508385099023
3262,loads,5.539828355089465
3263,torsi,5.379055165183108
3264,cedis,5.2884490210983515
3265,gelly,3.9725608938019246
3266,kente,4.424462714416562
3267,sieth,5.3212661807132395
3268,above,4.397525356182094
3269,liefs,5.1341336851381705
3270,moers,5.583441828296405
3271,press,4.8200464156643985
3272,shoal,5.267001531190574
3273,seric,5.507609287195674
3274,gobbo,2.7919448008084005
3275,touks,4.962182410597108
3276,yobby,2.7098304830083757
3277,rival,4.644320497024346
3278,smaak,4.327686445258065
3279,melee,3.871540947658769
3280,papal,3.6007777091688076
3281,padri,4.906507135880865
3282,stage,5.388487709604479
3283,blown,4.017467158719841
3284,bools,4.510966916909727
3285,sides,5.060173200364794
3286,dixit,3.300565157215642
3287,zeins,4.945362379597159
3288,thuya,4.337137190211571
3289,stupe,5.062438641959322
3290,aided,4.563844378134578
3291,percs,5.313560389261524
3292,adits,5.325700909596842
3293,revie,4.35109479749158
3294,idols,5.09701011895558
3295,dimbo,4.210132562172257
3296,ootid,4.230106292225965
3297,huger,4.566734410179825
3298,their,4.99601883237546
3299,warst,5.099401015290765
3300,wases,4.948098258247352
3301,derat,5.492422100053444
3302,heids,5.242521021091787
3303,shaly,5.013798636213157
3304,isles,4.981064663001245
3305,tepee,3.8247381254013115
3306,leech,4.121021825435355
3307,zilas,4.943200628920457
3308,gates,5.674834445544291
3309,letch,4.567782602895327
3310,azlon,4.309352764940641
3311,buteo,4.803204833295183
3312,miens,5.377894593066392
3313,chams,4.763954344810056
3314,snebs,4.503675732687174
3315,monte,5.125412939912105
3316,ohone,4.258496135314339
3317,acmes,5.33347704213546
3318,smarm,4.471109844963833
3319,mommy,2.8555180455664253
3320,kibei,3.8485454446004854
3321,louns,5.260181006991271
3322,disas,4.92343039242892
3323,saggy,4.19668831536315
3324,faddy,3.5473245640235964
3325,aloed,5.34725638436019
3326,soups,4.533937953839249
3327,besti,5.065258169403423
3328,vizir,2.983885209542784
3329,bonus,4.9416945209514545
3330,thigs,4.721066273843783
3331,thrip,4.493651233912734
3332,vuggs,3.35336230057954
3333,clang,4.452338493770294
3334,kesar,5.4023000741164235
3335,tarsi,5.582422229479645
3336,lairs,5.820516959261412
3337,caves,5.173989420110162
3338,cubic,3.3443867446951523
3339,snubs,4.109743866140922
3340,dayan,4.225684514562381
3341,mills,4.454366874375076
3342,krone,5.028995843168211
3343,silly,4.415019985281548
3344,quass,3.9725572700085463
3345,pivot,4.194321448164768
3346,fyces,4.627130731146426
3347,scape,5.2830600138454855
3348,steed,4.83836844703958
3349,hanap,4.074770838230348
3350,spale,5.571894325055983
3351,panne,4.572526729162785
3352,sleep,4.87328519296664
3353,gyans,4.912606711979829
3354,kembo,4.213806436321745
3355,buyer,4.608880634688998
3356,agria,4.346644283898148
3357,lungi,4.3010481311497015
3358,massa,4.061073983007138
3359,nonce,4.3045581153662225
3360,specs,4.429491109853782
3361,ranga,4.363895776744672
3362,realm,5.283488987829051
3363,peaty,5.063813740559985
3364,leuch,4.46515864343095
3365,areca,4.637573668551084
3366,yuans,5.114907805631311
3367,alack,3.9389169804632567
3368,coles,5.6581658585988786
3369,viced,4.303782375330929
3370,ghost,4.535630974022717
3371,culms,4.706367989350678
3372,words,4.957474820325996
3373,kreep,4.244853896653373
3374,yogis,4.858632257946182
3375,coden,4.9470636006501625
3376,bowrs,4.733811686439266
3377,clump,3.892378563576484
3378,query,3.9996163137557024
3379,ramin,5.057715497170155
3380,trial,5.291559483244491
3381,masas,4.304837549125423
3382,faffy,2.678149758896326
3383,chara,4.159049484313305
3384,mythi,3.949684651301976
3385,vinyl,3.9594915186416446
3386,pulps,4.128860668398771
3387,lopes,5.578527840890297
3388,mixer,4.40795897180375
3389,notes,5.719470198292971
3390,swoop,3.8906479645771403
3391,ducts,4.752110403331492
3392,kloof,3.4111830711669677
3393,mutha,4.350281099180545
3394,beget,4.162040890571071
3395,khans,4.853822158162507
3396,singe,5.305927555725102
3397,coons,4.556731552562759
3398,resow,5.036032525581708
3399,skate,5.43448276469807
3400,kakis,4.495105854040107
3401,pursy,4.651524427532998
3402,vapid,4.281384708898896
3403,gaids,5.246762018112255
3404,sixte,4.926018541246154
3405,stoas,4.99951003814263
3406,punny,3.5130913593863835
3407,moans,5.4473927844842125
3408,goers,5.493215336438274
3409,jeeze,2.541097113919559
3410,fuzes,4.338627594963561
3411,furca,4.364581073981892
3412,jeeps,4.107287005128396
3413,kyrie,4.812116780436831
3414,haika,4.095131891376539
3415,stept,4.420340387492266
3416,roshi,4.954733485317792
3417,poult,4.68115736751602
3418,whews,3.819552770686086
3419,masks,4.453375579872676
3420,pinko,4.357750932074421
3421,jours,4.6520023298955175
3422,gynny,2.6261978027637545
3423,orixa,4.4198480294490095
3424,beigy,4.418483894831821
3425,itchy,3.8693282309421484
3426,reate,5.19227210257801
3427,craft,4.5408753109864035
3428,leavy,4.635180173570497
3429,devas,5.119924741959674
3430,rives,5.250736815719691
3431,mahoe,4.992803757302815
3432,style,5.159063598056818
3433,cowks,4.355906818895725
3434,gurry,3.6828087405139005
3435,eliad,5.178481256356534
3436,baccy,3.610202128047881
3437,huffs,3.456018623497137
3438,husky,4.053251202144584
3439,besaw,4.825428488851567
3440,amain,4.294761508646992
3441,rhumb,3.817193457240003
3442,wingy,3.8683257617228817
3443,virus,4.760920580297988
3444,timed,4.936059918479717
3445,roins,5.577307682130742
3446,chiel,4.799013342940955
3447,yapps,4.253652817584285
3448,chewy,3.829568909995339
3449,beths,4.9395508142115405
3450,miked,4.547562307734731
3451,gable,4.912602468776999
3452,cagey,4.818390042161958
3453,skelm,4.762864313430219
3454,xenon,3.6728905989506218
3455,oinks,4.988719630888658
3456,pekes,4.6378036081927325
3457,oppos,3.5537565675316034
3458,abase,4.695953240057847
3459,powre,4.771794324713685
3460,favor,4.267609080780668
3461,arnas,5.10914389675033
3462,kapow,4.095588130855741
3463,refit,4.857473040605624
3464,tawas,4.644380791386883
3465,lanky,4.599918862235813
3466,waken,4.64686183787845
3467,bisks,4.1014456214672
3468,edict,4.546725315886056
3469,gyppo,3.192553226152321
3470,prima,4.782907195730623
3471,acerb,4.7188738903838425
3472,aggro,3.9375546962459698
3473,praty,4.865849516109653
3474,katis,5.338987869187203
3475,swats,4.522889515048045
3476,gogga,3.115604755596757
3477,balti,4.8969842444588485
3478,hecht,3.7488820665628007
3479,cohen,4.768068991565058
3480,toffy,3.424833901997978
3481,blond,4.448861888600008
3482,slued,5.317889316934169
3483,flype,4.153801037447751
3484,apish,4.747480015616949
3485,thens,5.178167328726753
3486,hoxes,4.754632133946359
3487,wheep,3.6799060927051417
3488,trugo,4.549035417654997
3489,slane,5.795749248336845
3490,boots,4.500528066401343
3491,toast,4.798595733916313
3492,gaols,5.448157319060889
3493,spawn,4.619154704381608
3494,lavra,4.111942684940895
3495,trape,5.3728077693362986
3496,wists,4.310477181876161
3497,swept,4.706276483952761
3498,muzak,3.6510570868118593
3499,scaur,5.134774336901922
3500,large,5.370406515864351
3501,surer,4.9540469373101725
3502,fresh,4.607655170293248
3503,ogler,4.918058025130619
3504,piler,5.210405404876584
3505,pyxes,4.374633433435364
3506,tohos,4.45972574000305
3507,croci,4.01529638937147
3508,terfe,4.489321658363249
3509,expel,3.584974218419521
3510,jibbs,3.382656801094558
3511,samek,5.347347563087543
3512,rishi,4.127130952209557
3513,wanle,5.0695165718538915
3514,cippi,2.851799410694756
3515,felly,3.794570044055043
3516,ester,4.784465595180218
3517,onces,5.3134120600475665
3518,myopy,3.3918710121972286
3519,nisse,4.844334502639601
3520,narks,5.334982819718755
3521,fykes,4.491272746230069
3522,dotty,3.9611168967605312
3523,dosas,4.965266194915396
3524,avyze,3.728818243230767
3525,yeard,5.172518567849492
3526,bunje,3.9393364837986464
3527,nided,4.27427080793739
3528,chest,4.741854230956328
3529,ugali,4.485991395165948
3530,flows,4.369317234912928
3531,lemur,4.8270455871237115
3532,quean,4.266780212841145
3533,zincs,4.348462251096995
3534,flaps,4.801673358614824
3535,modem,4.149407965225048
3536,evils,4.868755859434001
3537,scoff,3.617519973780554
3538,plugs,4.571737413329482
3539,flary,4.524827308970888
3540,fibro,4.248213187486406
3541,iched,4.350282906173837
3542,phial,4.6611692021162385
3543,draff,3.710499628633516
3544,geeks,4.447844890565723
3545,niche,4.601361076290704
3546,overt,4.550295255917334
3547,swoon,4.114959716697729
3548,amiss,4.680677407568619
3549,cagot,4.702994513270115
3550,sniff,3.7905439670420527
3551,taits,5.048161131933927
3552,amici,3.8042944723819057
3553,lemel,3.8429456454045563
3554,mossy,4.212247304545203
3555,garni,4.993538821175149
3556,amber,4.873239005811855
3557,mpret,4.8922737278325705
3558,monos,4.535013579748807
3559,doven,4.566613126500512
3560,polyp,3.6684804462117144
3561,aumil,4.735489932686653
3562,happi,3.806711496098476
3563,lusus,3.7227266521085394
3564,budis,4.73528832149735
3565,doabs,5.205730451127202
3566,braws,4.843195238041261
3567,soras,5.326644201846044
3568,berko,4.701687371867156
3569,repla,5.23349111796431
3570,soily,5.2819105979328835
3571,biped,4.578662903298609
3572,linin,3.397345765827386
3573,barby,3.986932996808716
3574,wojus,4.012883307986764
3575,sicky,4.470241151978614
3576,remap,5.0030755587443645
3577,payee,4.655685449272458
3578,nepit,4.9131507407742765
3579,paris,5.668975041756369
3580,macle,5.0982294188381525
3581,reded,3.952357023137548
3582,spivs,3.8932068328730964
3583,goffs,3.7201580240896464
3584,thaim,4.62342717833229
3585,pulus,4.127430125014519
3586,sefer,4.7651179005893365
3587,moths,4.865692486551511
3588,botte,4.3427681937316285
3589,kafir,4.520948864392398
3590,derth,4.904088155007764
3591,flier,4.9032051573245585
3592,baler,5.340272853472916
3593,doses,5.091695777646604
3594,lytes,5.349915608577701
3595,thine,4.95870270505991
3596,ajuga,3.2277647119837782
3597,vices,4.904410925813217
3598,nabks,4.826352839708103
3599,vilde,4.535153266103339
3600,knout,4.3260611751155436
3601,vitta,3.8306506085132197
3602,marae,4.979494645360074
3603,prows,4.7780342311433355
3604,teddy,4.010573095285947
3605,wends,4.924084231462924
3606,imari,4.091087200138744
3607,hwyls,4.159222823178142
3608,daint,5.11965368469027
3609,ceorl,5.180777788976488
3610,tenon,4.488230602284694
3611,holes,5.571073059309704
3612,borne,5.182250051471268
3613,sandy,5.164872358408543
3614,fyles,4.923425112412528
3615,vaped,4.530396717970138
3616,malic,4.757065072917856
3617,ripps,4.393910812140929
3618,bluet,4.787085852257111
3619,kyloe,4.67472684227984
3620,juice,4.135110759360265
3621,gursh,4.456965704823142
3622,fugus,3.4768704281128784
3623,ulans,5.294786609308454
3624,punky,3.90169434838194
3625,loopy,3.9175118062805034
3626,fiats,5.197758606469743
3627,kight,3.8840729130213774
3628,fauts,5.035667414328792
3629,baboo,3.38160543286435
3630,furor,3.8047795857720264
3631,strak,5.167309884092135
3632,nancy,3.9357762118362025
3633,moled,5.044634511072718
3634,ponts,5.201540244812051
3635,prana,4.44120683357609
3636,henry,4.763052332739849
3637,lacet,5.335637641409527
3638,rover,4.17402361522921
3639,dados,4.752084467293721
3640,detox,4.3141141175876045
3641,waifs,4.745942388167403
3642,stone,5.528108813274468
3643,breer,3.8727658623063856
3644,wails,5.281082425420891
3645,marry,4.260104080723493
3646,bwana,3.6920301887142575
3647,spiks,4.166110271915795
3648,dobla,4.729751780392371
3649,petit,4.341173286097763
3650,diced,4.151934267302666
3651,walla,3.453830990220892
3652,stats,4.223519632588275
3653,trier,4.788023404323942
3654,froth,4.301501665414978
3655,owing,3.955314147402794
3656,oboli,3.8290845733150505
3657,quipu,2.7753283427872506
3658,slimy,4.83641558351115
3659,diact,4.849126333296182
3660,boink,4.346327044738721
3661,stear,5.7154832930869155
3662,bonze,4.294136084682628
3663,starr,4.800015801866067
3664,beefy,3.6617443303095576
3665,legit,4.922929469016003
3666,goths,4.772447464909083
3667,vitae,4.909284376350478
3668,feods,5.069483609677821
3669,letup,4.68842331900613
3670,motes,5.592456512003625
3671,savey,5.1129105304598195
3672,puddy,3.328564530677267
3673,kraal,4.341217546975228
3674,obeli,4.6504861011808405
3675,helix,4.216775061604426
3676,pured,4.91136759282283
3677,muser,5.183315683680067
3678,chunk,3.725726166371657
3679,gunky,3.800047821430384
3680,polje,4.400199576554892
3681,india,4.010680605209366
3682,coley,5.026801132835661
3683,cusum,3.5793354614088133
3684,aides,5.765718469636609
3685,rakes,5.718860438978521
3686,sheep,4.559738553804977
3687,molls,4.521299128471236
3688,acids,5.092006232287899
3689,posey,5.173119885534561
3690,crees,5.110703520638473
3691,rente,4.878701934578446
3692,gawks,4.460446752225184
3693,dowle,4.741034903331941
3694,pitta,4.225088648824857
3695,mazer,4.69383388623831
3696,hends,5.103976707893999
3697,comus,4.8309290850748425
3698,zaris,5.152056056881604
3699,holms,4.919448140794661
3700,koels,5.361245669295486
3701,lyase,5.364135102051064
3702,delph,4.496998226630253
3703,caber,5.102261989378019
3704,hoast,5.1906738737120115
3705,yarrs,4.8144967318421905
3706,slyer,5.382106765550296
3707,curli,4.652542118614747
3708,guile,4.865001178433254
3709,hangi,4.515345768283097
3710,shlep,5.068007905554201
3711,ships,4.27285415620471
3712,bortz,4.128903232815305
3713,bites,5.440802974467128
3714,dawed,4.1525774559518265
3715,segno,5.21780080711064
3716,crips,5.014192302544668
3717,horme,4.987674679873764
3718,balus,5.1797851842133085
3719,aspro,4.978744301045331
3720,veily,4.479251203191483
3721,mulsh,4.4128422938520995
3722,seder,5.0661085571940205
3723,grisy,4.704362941515843
3724,dunno,3.8431888787451527
3725,beedi,4.18727486643624
3726,abler,5.1218244965183395
3727,shalm,4.93802525295966
3728,felch,4.130966540477213
3729,howks,4.285140890801397
3730,resid,5.407919300583875
3731,nanos,4.8724727453583245
3732,pukka,3.4853440919120735
3733,tests,4.324751513141201
3734,flane,4.924566349088277
3735,pipul,3.695568986542516
3736,hovea,4.6280898762819955
3737,condo,3.927797078090502
3738,panko,4.5942931810828265
3739,mochy,3.9810689446996226
3740,frond,4.4225595857325555
3741,platy,4.726675731213092
3742,chirp,4.198411439219039
3743,marks,5.2112800291048815
3744,gloam,4.594689504906093
3745,hades,5.514034536511344
3746,reame,4.916192912661933
3747,compt,4.276635551849333
3748,bared,5.272349656313729
3749,lambs,5.004419433295288
3750,baned,5.073278679274485
3751,ascus,4.38620744689473
3752,epopt,3.9928756361142073
3753,snoke,5.215808440704335
3754,scion,5.0128326386995745
3755,hoyed,4.667553472454274
3756,clean,5.076259786670362
3757,fetus,4.941997493528148
3758,incle,4.774487277933096
3759,bergs,5.122500930016752
3760,glade,4.9759559831914455
3761,tikas,5.282678220540557
3762,famed,4.674716036342371
3763,filet,4.893797065200263
3764,silky,4.773688203500299
3765,octal,4.734265278421903
3766,bloop,3.670797835332567
3767,onned,4.259463799603946
3768,wetly,4.505059011717116
3769,wader,4.989983765059102
3770,refer,3.6976733401748163
3771,washy,4.382227306689602
3772,alans,4.9702982928895745
3773,oracy,4.801340932419023
3774,fucus,3.567134073466634
3775,umphs,4.150528309729482
3776,keirs,5.478600595986273
3777,zanza,2.9579640725995398
3778,oakum,4.304779566040509
3779,tumor,4.693640560270613
3780,zymic,3.326007148137449
3781,fecal,4.678294509734251
3782,kokum,3.3152391964799155
3783,feats,5.424607544428385
3784,kombu,3.776131854125504
3785,north,4.780360269282664
3786,mawky,3.91197289326911
3787,airts,5.786582148537701
3788,grist,4.919106917824326
3789,swiss,3.42973183803168
3790,gnawn,3.429617383034814
3791,sargo,5.424750882049564
3792,boyar,4.776347853584139
3793,thiol,4.712458206520679
3794,flong,4.001485667134603
3795,arefy,4.727087305433053
3796,appel,4.330568941947033
3797,sulus,3.8114500695279743
3798,chela,4.7908719380078475
3799,tonka,4.828823937592925
3800,stent,4.633308631497142
3801,ikats,5.0894691789055235
3802,devel,4.025088327941733
3803,liver,4.763564360154718
3804,heast,5.3825028439766
3805,ashen,5.095566827715232
3806,kilos,5.134240101979432
3807,dipso,4.781275299080994
3808,desis,4.964692875663156
3809,group,4.302769541010482
3810,vibes,4.810242754493417
3811,meith,4.772985529152712
3812,serks,4.892409159611507
3813,umiak,4.285453075738113
3814,glare,5.249528544743794
3815,truth,3.8333938955367914
3816,lotta,4.483550348668716
3817,kerky,3.929600831749394
3818,aweel,4.451638441584497
3819,tolus,5.332070278380703
3820,gluey,4.593001794392207
3821,fonly,4.30480468549072
3822,bitch,4.002977103927921
3823,bunce,4.471873304817931
3824,hives,4.853213180097046
3825,adsum,4.532035104963575
3826,starn,5.4215348823015095
3827,hanks,4.9589870971247265
3828,scran,5.272931011061724
3829,milds,4.9967528925516564
3830,fundy,3.8252693487652714
3831,erses,4.661664940791886
3832,mezes,4.2928788484513545
3833,fjeld,3.668234141268207
3834,fords,4.946299811406939
3835,rains,5.779270659133968
3836,doeth,4.828681102883614
3837,spued,5.006181510666341
3838,worms,4.866994025034975
3839,ewest,4.195559408006804
3840,apoop,3.362017937390724
3841,luger,4.8342107244327535
3842,props,4.470697759245417
3843,beady,4.767172230701179
3844,fours,4.939562251336678
3845,trugs,4.931420385789975
3846,drums,4.853833665753373
3847,prier,4.556434527399626
3848,jumby,3.102039910555861
3849,doser,5.51902399421528
3850,panim,4.739349835787914
3851,tenor,5.344249608286823
3852,imbed,4.357126356425687
3853,rebel,4.532587928587659
3854,soare,6.061508015137113
3855,recks,5.072315159717382
3856,lupus,4.056803915873916
3857,gaits,5.435894381719898
3858,races,5.858919794286562
3859,pucks,4.298997408010895
3860,khoum,3.826433971057776
3861,sista,4.949119163418377
3862,crake,5.034199552608102
3863,right,4.363624968974564
3864,moots,4.596021249080054
3865,orval,4.555179440216939
3866,gnome,4.617334340793896
3867,lepta,5.147473423201016
3868,fired,4.862613577580627
3869,valid,4.579175356179482
3870,trait,4.662527572216205
3871,libra,4.89351955611444
3872,hogan,4.547027662975387
3873,sowse,4.650546708233826
3874,vakas,4.1322650749503165
3875,duads,4.5221112524362495
3876,trove,4.82064219804387
3877,padre,5.279987541799806
3878,neuks,5.023707894669636
3879,lapje,4.5098805680376675
3880,xylol,3.1428149904010425
3881,punga,4.333986106537902
3882,decry,4.696239737140712
3883,linum,4.41441001664745
3884,rises,5.2848172882938265
3885,waddy,3.5596823772129986
3886,amino,4.763720748848238
3887,chark,4.313880169973235
3888,chief,4.280650192939473
3889,sikas,4.746753015178711
3890,codex,4.227967850345025
3891,poney,4.965268088590587
3892,wizes,4.56137068893737
3893,seely,4.880176018764015
3894,mocks,4.576402870966751
3895,odium,4.18328576963151
3896,latke,5.171677529816289
3897,fogey,4.367353805228235
3898,extol,4.211770561852193
3899,snail,5.451844783326186
3900,plays,5.023111837821979
3901,gusle,4.978307598320454
3902,agons,5.140076171816607
3903,uraos,5.541018418851726
3904,waded,4.1323687580686705
3905,fiord,4.583211937959478
3906,goura,4.839521566953478
3907,gents,5.268462364539044
3908,hauns,5.17955348964588
3909,dully,3.685949603090779
3910,bitsy,4.582231388747522
3911,riled,5.285187616669417
3912,preps,4.596642601373419
